Employee_ID,Transaction_WID,Transaction_Effective_Date,Transaction_Entry_Moment,Transaction_Type,Compensation_Package_Proposed,Compensation_Grade_Proposed,Comp_Grade_Profile_Proposed,Compensation_Step_Proposed,Pay_Range_Minimum,Pay_Range_Midpoint,Pay_Range_Maximum,Base_Pay_Proposed_Amount,Base_Pay_Proposed_Currency,Base_Pay_Proposed_Frequency,Benefits_Annual_Rate_ABBR,Pay_Rate_Type,Compensation,Worker_Workday_ID
30016268,13455eef93ca3f65fa8d217497188bcf,2025-12-28,2025-12-30 17:51:40,Termination,STD_COMP_PKG,G02,GP_02,,52000.00,62000.00,72000.00,70554.47,USD,Annual,70554.47,Salary,70554.47,d771f25dbb6d858be0d33a22cd21b8c3
30008783,d2eab6cbbe974536af8cb28be95fa111,2025-12-03,2025-12-04 11:44:28,Termination,STD_COMP_PKG,G03,GP_03,,65000.00,78000.00,91000.00,76821.18,CAD,Annual,76821.18,Salary,76821.18,efcb64a572c08674f6728f200c1329d8
30015981,1a08b80564b51371bbb99bb60bd40080,2025-12-07,2025-12-07 08:17:41,Termination,STD_COMP_PKG,G09,GP_09,,170000.00,215000.00,260000.00,200277.48,CAD,Annual,200277.48,Salary,200277.48,d936d205b4e0af1eeb326560d8b24331
30000433,0680c9a5708f6d8a92c035b51eb51723,2025-12-11,2025-12-15 16:20:15,Termination,STD_COMP_PKG,G06,GP_06,,105000.00,130000.00,155000.00,144539.68,CAD,Annual,144539.68,Salary,144539.68,c5f66a77cf4aa930f46970da5b204376
30014378,53e63b35ab4eeaab8756c68b0a973396,2025-12-21,2025-12-22 17:09:06,Termination,STD_COMP_PKG,G02,GP_02,,52000.00,62000.00,72000.00,61220.81,USD,Annual,61220.81,Salary,61220.81,46c4e2c7aacecf229843a7c777cf88f5
30009686,a85823646fd2a8a6b8b4f69860bbe491,2025-12-29,2026-01-03 16:43:05,Termination,STD_COMP_PKG,G07,GP_07,,125000.00,155000.00,185000.00,149018.49,CAD,Annual,149018.49,Salary,149018.49,1a658f493cd5f07496b9423893885c38
30014847,81a44a76e49756317ee7dd01012dae81,2025-12-26,2025-12-26 09:05:26,Termination,STD_COMP_PKG,G02,GP_02,,52000.00,62000.00,72000.00,68851.87,USD,Annual,68851.87,Salary,68851.87,fb4304a14fa60b7c8b96c49aa68d705f
30018093,7385a884e74957a2b7538bc07ea1f70d,2025-12-04,2025-12-04 16:38:33,Termination,STD_COMP_PKG,G03,GP_03,,65000.00,78000.00,91000.00,79725.11,CAD,Annual,79725.11,Salary,79725.11,b1d32cc4878cf2a9a7ff8e46b47bef4c
30011087,230a442859fa211f41eaed2a7ca38e4a,2025-12-06,2025-12-11 13:09:21,Termination,STD_COMP_PKG,G07,GP_07,,125000.00,155000.00,185000.00,164604.01,CAD,Annual,164604.01,Salary,164604.01,dbeb1683ace7f441be1b0bee23524952
30009841,9e3bd05798b24aae3d27438e33072654,2025-12-21,2025-12-25 08:56:41,Termination,STD_COMP_PKG,G01,GP_01,,42000.00,50000.00,58000.00,57367.97,CAD,Annual,57367.97,Salary,57367.97,735b7fbbf9149055db7f2cb9c2e516bd
30006010,07edf650d81f8342b9ce21e288628ba5,2025-12-03,2025-12-07 13:55:40,Termination,STD_COMP_PKG,G04,GP_04,,78000.00,95000.00,112000.00,104037.20,CAD,Annual,104037.20,Salary,104037.20,4548ba79a1b6f7b6c564336ab9000ecb
30019467,9aa9482be47ba0247a546e090a9b93ce,2025-12-23,2025-12-24 17:15:30,Termination,STD_COMP_PKG,G04,GP_04,,78000.00,95000.00,112000.00,102651.36,USD,Annual,102651.36,Salary,102651.36,0b61a62b07d222c0cb5f37f95f832af6
30003391,ee6ed82faeec754023987d618bab2212,2025-12-07,2025-12-08 13:52:49,Termination,STD_COMP_PKG,G03,GP_03,,65000.00,78000.00,91000.00,71754.47,CAD,Annual,71754.47,Salary,71754.47,ee252d3dde67ff2ca47d10ee6283dd48
30009677,2c0c069a814820c873c561f1134d2852,2025-12-16,2025-12-21 09:15:22,Termination,STD_COMP_PKG,G07,GP_07,,125000.00,155000.00,185000.00,160579.32,USD,Annual,160579.32,Salary,160579.32,05534517dac71510a0e8368c5c5d4971
30015299,d4836fddf12a3ffb89c6bc938b52ee89,2025-12-18,2025-12-20 14:06:56,Termination,STD_COMP_PKG,G05,GP_05,,92000.00,112000.00,132000.00,132000.00,CAD,Annual,132000.00,Salary,132000.00,d203c43851633a257302b1ed4931721d
30013604,781cc02bf7c2a14c5577c30b7caa1df6,2025-12-03,2025-12-04 13:56:06,Termination,STD_COMP_PKG,G08,GP_08,,145000.00,180000.00,215000.00,204381.58,CAD,Annual,204381.58,Salary,204381.58,62483773a84b4e97184be0593d392663
30013324,5ea545dbc8a1023bf139fde7651aa3e7,2025-12-08,2025-12-13 17:44:11,Termination,STD_COMP_PKG,G01,GP_02,,52000.00,62000.00,72000.00,49478.70,USD,Annual,49478.70,Salary,49478.70,4d07db9d0b161bd91858e31bc03a6f20
30012547,a0e77e934a3038f68217d45b27a3307f,2025-12-29,2026-01-03 16:51:27,Termination,STD_COMP_PKG,G06,GP_06,,105000.00,130000.00,155000.00,109850.01,CAD,Annual,109850.01,Salary,109850.01,2e26bc246d6070b9479f9d352b270eae
30007118,346690417349874203d1449494174c30,2025-12-05,2025-12-08 11:54:33,Termination,STD_COMP_PKG,G07,GP_07,,125000.00,155000.00,185000.00,185000.00,CAD,Annual,185000.00,Salary,185000.00,75c38b136e1bc7890be708c8311e337f
30017868,17a82c5acfb868a98e9a8676d62a6b0d,2025-12-22,2025-12-23 17:00:15,Termination,STD_COMP_PKG,G10,GP_10,,200000.00,255000.00,310000.00,285178.37,USD,Annual,285178.37,Salary,285178.37,d61f49f102d9a8c700f8e753007a19f9
30009935,1c4a3abd7d730c0b0a5b43d0cf47eeb0,2025-12-06,2025-12-09 16:31:53,Termination,STD_COMP_PKG,G03,GP_03,,65000.00,78000.00,91000.00,70239.44,USD,Annual,70239.44,Salary,70239.44,d0c3b9b1ebed943a795e911257f373fa
30002607,7367e5f6d99e632da22b503b116cf064,2025-12-06,2025-12-10 09:43:15,Termination,STD_COMP_PKG,G03,GP_03,,65000.00,78000.00,91000.00,81262.10,CAD,Annual,81262.10,Salary,81262.10,a552c251d828e4b160b2b80bdb3ac564
30009863,dd514566a577a37edbc57379be450096,2025-12-07,2025-12-09 15:43:48,Termination,STD_COMP_PKG,G02,GP_02,,52000.00,62000.00,72000.00,72000.00,USD,Annual,72000.00,Salary,72000.00,f9cfe3ab3d78c1367e5ef6f53708b29f
30008370,a87d2a85432ad9836021bb553871dbd5,2025-12-11,2025-12-16 13:15:05,Termination,STD_COMP_PKG,G07,GP_07,,125000.00,155000.00,185000.00,167393.23,USD,Annual,167393.23,Salary,167393.23,f1fa77e726b72fdd06eb3427556caa7b
30017973,12f0f40bcb029319e0f0cecc804178d4,2025-12-08,2025-12-11 16:18:45,Termination,STD_COMP_PKG,G08,GP_08,,145000.00,180000.00,215000.00,215000.00,CAD,Annual,215000.00,Salary,215000.00,aeabe11453b176cb25b2de0d8bb311f2
30019793,03b6c840c81b669650931d55b0080951,2025-12-21,2025-12-26 16:53:41,Termination,STD_COMP_PKG,G06,GP_06,,105000.00,130000.00,155000.00,138576.25,CAD,Annual,138576.25,Salary,138576.25,d06f2e59a9cec6f4333f17a3ba9a735a
30016476,5c76ef7dfcbb4e3b209c63d873589ba2,2025-12-14,2025-12-19 11:20:56,Termination,STD_COMP_PKG,G06,GP_07,,125000.00,155000.00,185000.00,126593.59,CAD,Annual,126593.59,Salary,126593.59,65e268ebca494183c51f2db6679a0280
30014031,f7779766768949b69370e8f160b25032,2025-12-11,2025-12-12 13:29:05,Termination,STD_COMP_PKG,G08,GP_08,,145000.00,180000.00,215000.00,215000.00,USD,Annual,215000.00,Salary,215000.00,ed3984e7e88e08ca9df84765ba4d8d74
30016613,3b7c0e53833f941d58936fecba97a864,2025-12-02,2025-12-05 08:53:43,Termination,STD_COMP_PKG,G03,GP_03,,65000.00,78000.00,91000.00,91000.00,CAD,Annual,91000.00,Salary,91000.00,ad96ab6dfae668c3b33d719a8681f77f
30015452,b404d25233bc355574ae0721d146ccd5,2025-12-15,2025-12-20 13:39:21,Termination,STD_COMP_PKG,G10,GP_10,,200000.00,255000.00,310000.00,264498.97,USD,Annual,264498.97,Salary,264498.97,11fb376458510771369a14f160a9b113
30000148,690058ae22a00515220897a2ffc87c6c,2025-12-26,2025-12-27 12:45:53,Data Change,STD_COMP_PKG,G04,GP_04,,78000.00,95000.00,112000.00,93746.40,USD,Annual,93746.40,Salary,93746.40,8b8a8037ed8990615d5cc922cb32ebef
30000153,4b4ba81ca3a199baf6d281da3463d60a,2025-12-29,2025-12-29 11:47:12,Change Job,STD_COMP_PKG,G08,GP_08,,145000.00,180000.00,215000.00,215000.00,USD,Annual,215000.00,Salary,215000.00,68109de0824ff181b69b9f0b72253468
30000198,d2697fd730316b0681fbdd3cf34d81aa,2025-12-09,2025-12-09 14:36:38,Change Job,STD_COMP_PKG,G05,GP_05,,92000.00,112000.00,132000.00,107312.84,CAD,Annual,107312.84,Salary,107312.84,e838ed8306ac39f9f8acc22030a10ce6
30000249,d2b745ab1b6ae8e9db5d7c238a0abc72,2025-12-26,2025-12-29 08:47:23,Change Job,STD_COMP_PKG,G06,GP_07,,125000.00,155000.00,185000.00,122950.37,CAD,Annual,122950.37,Salary,122950.37,f5e3615908b4f2493b1c2e59b386ab3f
30000391,3a7cb21f6a91204e5d9798c49c418e69,2025-12-29,2026-01-01 17:05:17,Data Change,STD_COMP_PKG,G12,GP_12,,300000.00,390000.00,480000.00,480000.00,USD,Annual,480000.00,Salary,480000.00,ee8facfc25a1a5fd0d2c914568bcda2e
30000395,b1c4be0d3dc698346acddefbd6e7c2a3,2025-12-15,2025-12-16 11:15:41,Data Change,STD_COMP_PKG,G05,GP_05,,92000.00,112000.00,132000.00,127396.09,USD,Annual,127396.09,Salary,127396.09,262ab843fa7aea99a082cbd1c5270fae
30000441,6656fec5fa7d794fe730bed10ccce728,2025-12-15,2025-12-18 08:20:03,Data Change,STD_COMP_PKG,G02,GP_03,,65000.00,78000.00,91000.00,66800.10,CAD,Annual,66800.10,Salary,66800.10,853ccea54e9030c47dd7da064df35030
30000476,e0eb7af4e0723b8ce2a1b59c104955cc,2025-12-20,2025-12-22 11:52:20,Data Change,STD_COMP_PKG,G05,GP_05,,92000.00,112000.00,132000.00,114759.59,CAD,Annual,114759.59,Salary,114759.59,f0c9d36e59e4a59701e09aec6c4d7da8
30000781,f5f34137fbfb5701ab407446a7fa5346,2025-12-25,2025-12-27 09:35:39,Change Job,STD_COMP_PKG,G08,GP_08,,145000.00,180000.00,215000.00,157332.01,CAD,Annual,157332.01,Salary,157332.01,971965fc6fcd9e5cda9fdcb1be493f65
30001174,a4abe82e2122ff3b68475d6938f19ded,2025-12-30,2026-01-02 17:25:06,Change Job,STD_COMP_PKG,G05,GP_05,,92000.00,112000.00,132000.00,117591.03,CAD,Annual,117591.03,Salary,117591.03,096ebfa145ca2713a9910a8bc70c640b
30001307,5c0d2f38c1f7f3a8f6981be554dee7a6,2025-12-30,2025-12-31 11:44:26,Leave of Absence,STD_COMP_PKG,G06,GP_06,,105000.00,130000.00,155000.00,131597.72,CAD,Annual,131597.72,Salary,131597.72,4cc8c312c0918052d5e3ffa743c897be
30001412,8536db90d1f4d522dc957cf067b14af3,2025-12-22,2025-12-27 14:04:25,Data Change,STD_COMP_PKG,G09,GP_09,,170000.00,215000.00,260000.00,240774.52,USD,Annual,240774.52,Salary,240774.52,d9b1ad1070bda01b3782b466dc53ee9d
30001432,4c19fbfdb746cc30613cc7594676ee8b,2025-12-23,2025-12-24 11:38:31,Change Job,STD_COMP_PKG,G07,GP_07,,125000.00,155000.00,185000.00,183983.91,USD,Annual,183983.91,Salary,183983.91,4f0e0058fd5e4e6fdce4107fee0bc667
30001605,119cee910b124c229769884050830109,2025-12-02,2025-12-06 16:49:41,Data Change,STD_COMP_PKG,G07,GP_07,,125000.00,155000.00,185000.00,161134.49,CAD,Annual,161134.49,Salary,161134.49,ca7a838ec53f05c7bd70852d206ca19e
30001729,c379f5de3f0655659aa8f1298fddae5d,2025-12-07,2025-12-07 08:58:43,Data Change,STD_COMP_PKG,G02,GP_03,,65000.00,78000.00,91000.00,58562.73,CAD,Annual,58562.73,Salary,58562.73,3448d15cc3fbd056b655df2967efe64a
30001760,671464799232bd078a670967d71bcbb9,2025-12-26,2025-12-28 08:50:44,Change Job,STD_COMP_PKG,G04,GP_04,,78000.00,95000.00,112000.00,91589.55,CAD,Annual,91589.55,Salary,91589.55,699050cd482cc2e7ec4e82c9b348d839
30001863,4d0c402af441423772f90404777b0684,2025-12-21,2025-12-24 10:34:42,Change Job,STD_COMP_PKG,G10,GP_10,,200000.00,255000.00,310000.00,243742.09,CAD,Annual,243742.09,Salary,243742.09,770839fdaabb05a16cc420e87aadf006
30001942,254b53fa8d2e4c8b47ac86716f16790b,2025-12-18,2025-12-21 10:37:19,Data Change,STD_COMP_PKG,G08,GP_08,,145000.00,180000.00,215000.00,200749.08,USD,Annual,200749.08,Salary,200749.08,036d7a0eb5e7752f0342e40ff84659fb
30002022,649d6f22bb8faad4da33952002c1817e,2025-12-08,2025-12-12 10:16:07,Data Change,STD_COMP_PKG,G03,GP_03,,65000.00,78000.00,91000.00,91000.00,CAD,Annual,91000.00,Salary,91000.00,936aa25a47198f38d909fb4d29115c53
30002050,9d5303b4559c3df5ea0ee550ee3213b5,2025-12-02,2025-12-06 17:42:59,Data Change,STD_COMP_PKG,G09,GP_09,,170000.00,215000.00,260000.00,209481.21,CAD,Annual,209481.21,Salary,209481.21,d37776a32f4816aeb56448604f9891bc
30002113,b4dd6ab872c623927796c55aa6fef908,2025-12-10,2025-12-14 12:24:57,Leave of Absence,STD_COMP_PKG,G02,GP_02,,52000.00,62000.00,72000.00,70318.72,CAD,Annual,70318.72,Salary,70318.72,18fd5d368c1033c62765694e9afe0b66
30002200,da3c03d25819706f76cb7923549ca7a0,2025-12-07,2025-12-11 08:34:11,Data Change,STD_COMP_PKG,G04,GP_04,,78000.00,95000.00,112000.00,112000.00,USD,Annual,112000.00,Salary,112000.00,c749b4634a881bb20625337d40be7e83
30002350,71701618d474bd4e518cc380270028c2,2025-12-06,2025-12-08 13:01:48,Data Change,STD_COMP_PKG,G06,GP_06,,105000.00,130000.00,155000.00,151208.30,CAD,Annual,151208.30,Salary,151208.30,826cdba1fb3062a9941ee4278dbaa9a8
30002362,1b7274d2de670b233226b9a67dfef7f5,2025-12-01,2025-12-05 09:55:00,Leave of Absence,STD_COMP_PKG,G03,GP_03,,65000.00,78000.00,91000.00,90390.01,USD,Annual,90390.01,Salary,90390.01,726e40569cdf6cc13232f23a8e605b9d
30002412,b7a9db434a65d17d5012c60b35857ea8,2025-12-11,2025-12-16 09:53:39,Change Job,STD_COMP_PKG,G07,GP_07,,125000.00,155000.00,185000.00,172837.00,CAD,Annual,172837.00,Salary,172837.00,1b8be8d7593d2b6b8e1cd1e1af8f3dbe
30002423,8e2d809a0b918272727e3aa02dfb239f,2025-12-30,2026-01-01 17:47:12,Change Job,STD_COMP_PKG,G09,GP_09,,170000.00,215000.00,260000.00,260000.00,CAD,Annual,260000.00,Salary,260000.00,778e951fe4783c2cf1a202263cb97a99
30002426,73cfd81f54b4daae4edcf0d9d9231aa3,2025-12-22,2025-12-25 16:37:16,Data Change,STD_COMP_PKG,G06,GP_06,,105000.00,130000.00,155000.00,155000.00,CAD,Annual,155000.00,Salary,155000.00,7f3936024b560d7823a2421322cbc1e0
30002492,cb2695bbf2096621e98adf95283978b5,2025-12-29,2026-01-03 13:19:13,Data Change,STD_COMP_PKG,G03,GP_03,,65000.00,78000.00,91000.00,89179.34,CAD,Annual,89179.34,Salary,89179.34,1364f55a07aa92b77afebbdfdc790694
30002612,a93296e84b0a026c4dda8fbe5255daf0,2025-12-12,2025-12-13 12:03:59,Change Job,STD_COMP_PKG,G04,GP_04,,78000.00,95000.00,112000.00,96049.43,CAD,Annual,96049.43,Salary,96049.43,f14b7cb98d89bbd84fc3cfa866ad0cef
30002672,070ef3d57bd6ef07944344b34676c218,2025-12-23,2025-12-24 11:29:51,Data Change,STD_COMP_PKG,G03,GP_03,,65000.00,78000.00,91000.00,91000.00,USD,Annual,91000.00,Salary,91000.00,1e40de8d4b564cd26c6fcf1ba0531462
30002690,7987c01791e8c3d9c9670166b8fdb1ed,2025-12-07,2025-12-08 10:07:54,Return from Leave,STD_COMP_PKG,G13,GP_13,,380000.00,480000.00,580000.00,518881.97,CAD,Annual,518881.97,Salary,518881.97,d26d2fca6353e7563b69a8de2037db8d
30002779,be53f1d3292a06c491875ad22e1d7133,2025-12-16,2025-12-19 16:30:32,Data Change,STD_COMP_PKG,G05,GP_05,,92000.00,112000.00,132000.00,110972.48,CAD,Annual,110972.48,Salary,110972.48,d861d546a6a94f4f5e97494915e53e45
30002797,b37eff4f6a3b6042fbf45a1ea53afbae,2025-12-09,2025-12-10 12:43:32,Leave of Absence,STD_COMP_PKG,G06,GP_06,,105000.00,130000.00,155000.00,152882.59,USD,Annual,152882.59,Salary,152882.59,72cade8770d5f7f37321c64f725ed429
30002836,d897500a45ade0a6e97540a3ad9bf068,2025-12-06,2025-12-09 17:01:23,Data Change,STD_COMP_PKG,G09,GP_09,,170000.00,215000.00,260000.00,255714.64,CAD,Annual,255714.64,Salary,255714.64,f07bf07acafcef37e0d5e9fbcd72b390
30002865,bc98319c111dce6786428a9a6898c970,2025-12-08,2025-12-08 12:20:14,Change Job,STD_COMP_PKG,G08,GP_08,,145000.00,180000.00,215000.00,185536.60,USD,Annual,185536.60,Salary,185536.60,aa84ec8c8be613a4f9a25b4833af2c31
30002992,dc91fdbf6a3afb4dce0027af0a8f3e65,2025-12-27,2025-12-30 12:55:47,Data Change,STD_COMP_PKG,G05,GP_05,,92000.00,112000.00,132000.00,115502.06,CAD,Annual,115502.06,Salary,115502.06,c5b84f2d0755d8c9916d8aa89d17eaf9
30003013,beea8484b9694c816f0fbda00aeecbb1,2025-12-03,2025-12-08 11:40:20,Data Change,STD_COMP_PKG,G06,GP_06,,105000.00,130000.00,155000.00,135899.34,USD,Annual,135899.34,Salary,135899.34,9501092d8295d713e3d084c45556dd65
30003053,ae38a475630550090e0b61a818172b3d,2025-12-25,2025-12-29 17:42:19,Change Job,STD_COMP_PKG,G10,GP_11,,240000.00,310000.00,380000.00,262434.31,CAD,Annual,262434.31,Salary,262434.31,bfa25d37f9bf5909668fec62eec554cc
30003060,f6ae161d0a038d8d691cfcb0a8391bb4,2025-12-05,2025-12-06 17:54:35,Data Change,STD_COMP_PKG,G08,GP_08,,145000.00,180000.00,215000.00,215000.00,CAD,Annual,215000.00,Salary,215000.00,fbf74d7875701a3db12ac62414d42721
30003073,3982791438f5418f0412d46386a1ad4c,2025-12-14,2025-12-19 16:27:31,Data Change,STD_COMP_PKG,G08,GP_08,,145000.00,180000.00,215000.00,215000.00,CAD,Annual,215000.00,Salary,215000.00,8786d884277bbc1978597fcaeea2fa6d
30003125,7ef333e30658cc281167462625625a3e,2025-12-12,2025-12-16 10:15:11,Data Change,STD_COMP_PKG,G04,GP_04,,78000.00,95000.00,112000.00,98941.69,CAD,Annual,98941.69,Salary,98941.69,ddede67a9210c22d8ec2d016b771c8e2
30003130,4997d748ca40f0d041308c7c0aecb2ad,2025-12-22,2025-12-27 12:08:14,Change Job,STD_COMP_PKG,G04,GP_04,,78000.00,95000.00,112000.00,112000.00,CAD,Annual,112000.00,Salary,112000.00,1b8cab1b4c918930f3ed0b08287b3e95
30003185,0a123e5a0c045437753b30ef20c647ba,2025-12-27,2025-12-29 15:30:18,Change Job,STD_COMP_PKG,G10,GP_10,,200000.00,255000.00,310000.00,225106.29,CAD,Annual,225106.29,Salary,225106.29,0a224acf5af90037c67db897ea4ef0a0
30003305,8655c8937b7b19a6da45811def023f59,2025-12-11,2025-12-12 17:06:57,Data Change,STD_COMP_PKG,G07,GP_07,,125000.00,155000.00,185000.00,156265.36,CAD,Annual,156265.36,Salary,156265.36,afddbdd85db0a38b9a08c3eda9da5828
30003360,91b0f5efad683c69271c76d6cc1e811b,2025-12-06,2025-12-08 10:53:11,Leave of Absence,STD_COMP_PKG,G05,GP_05,,92000.00,112000.00,132000.00,132000.00,CAD,Annual,132000.00,Salary,132000.00,d443960cc9ba61e6d5d3055cd12984b0
30003392,d6d1bfdead019c5752e57cc6b7e19b4f,2025-12-09,2025-12-09 16:20:20,Change Job,STD_COMP_PKG,G02,GP_02,,52000.00,62000.00,72000.00,61944.39,CAD,Annual,61944.39,Salary,61944.39,d3ec9b7702479cfdd379485922d9b3ee
30003483,ac7c79b7bfdb14fa418108ad71099c56,2025-12-06,2025-12-06 14:35:50,Data Change,STD_COMP_PKG,G05,GP_05,,92000.00,112000.00,132000.00,113874.76,CAD,Annual,113874.76,Salary,113874.76,01040365a80131a295c7fa627927e0ab
30003637,a0b30c68e1fc8a620e239a400b1e0c9c,2025-12-17,2025-12-17 17:18:47,Data Change,STD_COMP_PKG,G02,GP_02,,52000.00,62000.00,72000.00,67407.65,CAD,Annual,67407.65,Salary,67407.65,2a832262a6c0cf8ebd881ef0296b7fa5
30003718,1bed24451e82b301c9f1f839a6eb28b9,2025-12-22,2025-12-26 11:09:16,Data Change,STD_COMP_PKG,G09,GP_09,,170000.00,215000.00,260000.00,260000.00,CAD,Annual,260000.00,Salary,260000.00,380230b99157417f9c42dc8806a1c22b
30003768,a50de0e13658265e2f1bb5e00f76a8a0,2025-12-19,2025-12-21 15:59:36,Data Change,STD_COMP_PKG,G08,GP_08,,145000.00,180000.00,215000.00,155182.22,CAD,Annual,155182.22,Salary,155182.22,cf499cd739f38a124f0c48eebbdfedd9
30003952,d7f2a67dbb8699f4ea2899367d296fc2,2025-12-28,2025-12-30 08:13:39,Data Change,STD_COMP_PKG,G03,GP_03,,65000.00,78000.00,91000.00,86475.32,CAD,Annual,86475.32,Salary,86475.32,1e4ec53977c14fed1833c9f4518398ef
30003969,033b64dd9ddb837ff53f20f80ae89ee6,2025-12-25,2025-12-26 17:26:43,Data Change,STD_COMP_PKG,G02,GP_02,,52000.00,62000.00,72000.00,72000.00,USD,Annual,72000.00,Salary,72000.00,24f5614fab062765d3b249f7032cca82
30003996,14a45333c151f6dd2d63c12491ac6d52,2025-12-08,2025-12-09 11:49:30,Return from Leave,STD_COMP_PKG,G05,GP_05,,92000.00,112000.00,132000.00,132000.00,CAD,Annual,132000.00,Salary,132000.00,36246fd9c9003b77116a084e15f30f48
30004034,36127178d67a2137411fb66728ad6199,2025-12-30,2026-01-04 15:11:50,Data Change,STD_COMP_PKG,G07,GP_07,,125000.00,155000.00,185000.00,152129.01,USD,Annual,152129.01,Salary,152129.01,3807357588952e5d3802ab20356acbc0
30004060,b1b93c8429ba76cb43d0d7c86c59e64a,2025-12-10,2025-12-15 10:16:44,Leave of Absence,STD_COMP_PKG,G08,GP_08,,145000.00,180000.00,215000.00,202729.39,CAD,Annual,202729.39,Salary,202729.39,de66e3de54e90d30a5087550342e1e22
30004260,4176e4c97861aab0c4b3a7fa99bde6c5,2025-12-03,2025-12-04 14:50:35,Return from Leave,STD_COMP_PKG,G02,GP_02,,52000.00,62000.00,72000.00,67236.37,CAD,Annual,67236.37,Salary,67236.37,8b1e1376e6defff137686361176c97c8
30004264,1b983ba8e7bc026e31bf1d23dda58d65,2025-12-06,2025-12-06 11:13:45,Data Change,STD_COMP_PKG,G03,GP_03,,65000.00,78000.00,91000.00,74228.41,CAD,Annual,74228.41,Salary,74228.41,16a3bb953c6441f2b1640b1be9c10659
30004331,9e055d0b024b80c672c1f97de06f6841,2025-12-07,2025-12-09 09:38:05,Change Job,STD_COMP_PKG,G02,GP_02,,52000.00,62000.00,72000.00,72000.00,CAD,Annual,72000.00,Salary,72000.00,06a9ea1b94983bf5a47a43de233df1d6
30004379,e049f09825fee158a020bff403851c38,2025-12-07,2025-12-12 12:21:28,Change Job,STD_COMP_PKG,G05,GP_05,,92000.00,112000.00,132000.00,122921.42,CAD,Annual,122921.42,Salary,122921.42,a9ce38b04163f196ba096dd85acaf781
30004489,59c55100e483257721c33f91c9d3c162,2025-12-08,2025-12-10 16:20:00,Change Job,STD_COMP_PKG,G07,GP_07,,125000.00,155000.00,185000.00,147451.29,USD,Annual,147451.29,Salary,147451.29,8fd56c753fc8590df627e10179f3767d
30004503,ea763515ba1f42bdf0e588938b41b519,2025-12-29,2026-01-01 08:12:39,Change Job,STD_COMP_PKG,G03,GP_03,,65000.00,78000.00,91000.00,88741.13,CAD,Annual,88741.13,Salary,88741.13,ca8a8a372cb5a0158f5bf898ea646da1
30004568,67c21c273917f4f2722c50e391a60a81,2025-12-15,2025-12-17 13:51:41,Change Job,STD_COMP_PKG,G04,GP_04,,78000.00,95000.00,112000.00,101574.21,CAD,Annual,101574.21,Salary,101574.21,9647486bfd15490290fecf0e365d8aed
30004608,a1681285d648d19098b652edfea0d507,2025-12-15,2025-12-19 12:42:25,Data Change,STD_COMP_PKG,G05,GP_05,,92000.00,112000.00,132000.00,121037.97,CAD,Annual,121037.97,Salary,121037.97,dcded91c1ae3eda8300b808e8b9339b8
30004776,b336ff7e07273ed9d7beafc3851ed812,2025-12-11,2025-12-16 09:42:18,Return from Leave,STD_COMP_PKG,G04,GP_04,,78000.00,95000.00,112000.00,107157.48,CAD,Annual,107157.48,Salary,107157.48,cc49509d9142a575059e39e6ffc2eb49
30004785,a35cd5398a9b711eb2414f59eccc5706,2025-12-05,2025-12-10 08:32:26,Change Job,STD_COMP_PKG,G04,GP_04,,78000.00,95000.00,112000.00,111791.81,CAD,Annual,111791.81,Salary,111791.81,a48f53c703c630aea571fdbf3dd34f09
30004861,84fbb7fe1f0190d151d3272f3917df70,2025-12-24,2025-12-27 08:02:49,Change Job,STD_COMP_PKG,G04,GP_04,,78000.00,95000.00,112000.00,105255.82,CAD,Annual,105255.82,Salary,105255.82,f11ba4c0f859b4b6387b89626a5b803e
30004947,8b308e8c064feb3d9e0a1ab8ffd07a91,2025-12-07,2025-12-11 12:37:57,Leave of Absence,STD_COMP_PKG,G04,GP_04,,78000.00,95000.00,112000.00,84928.44,CAD,Annual,84928.44,Salary,84928.44,5b0f68788758ea588433b807f3b43545
30004957,95f81f3820a9d15f99e6ba7de8ca3087,2025-12-22,2025-12-27 13:24:21,Change Job,STD_COMP_PKG,G08,GP_08,,145000.00,180000.00,215000.00,193509.99,CAD,Annual,193509.99,Salary,193509.99,bc9e1c97ed576a1cece17a86adf5cc55
30005055,7526758c5c37426035f1d421a5301956,2025-12-12,2025-12-13 17:38:55,Change Job,STD_COMP_PKG,G06,GP_06,,105000.00,130000.00,155000.00,154455.13,CAD,Annual,154455.13,Salary,154455.13,6f28790346323a7e87c26c7f7fb8a15b
30005078,e806c09eb557f0b245f1ffda928bbbd9,2025-12-24,2025-12-24 09:41:38,Data Change,STD_COMP_PKG,G05,GP_05,,92000.00,112000.00,132000.00,132000.00,USD,Annual,132000.00,Salary,132000.00,71d37d37ac9884e9ffe574e5dd1544de
30005121,822d42a7b01ffce2eb7f78fddbaadea4,2025-12-02,2025-12-04 12:16:21,Change Job,STD_COMP_PKG,G04,GP_04,,78000.00,95000.00,112000.00,86069.70,CAD,Annual,86069.70,Salary,86069.70,470e78101e63260aeaa4ebbf58a0d3c5
30005139,c8bf499c63de0264b92cee99a8310db4,2025-12-14,2025-12-18 17:00:52,Return from Leave,STD_COMP_PKG,G04,GP_04,,78000.00,95000.00,112000.00,100741.17,USD,Annual,100741.17,Salary,100741.17,a167b7c9e1efd0789d66448ae35fe75c
