Department_ID,Department_WID,Department_Name,Dept_Name_with_Manager_Name,Active,Parent_Dept_ID,Owner_EIN,Owner_EIN_WID,Department_Level,PRIMARY_LOCATION_CODE,Type,Subtype
DEPT_INVEST_119,0694b7acbcb68ca07b226d7d1af51ff0,Investment Management - Advisory,Investment Management - Advisory,1,DEPT_INVEST,,78f7e81ecfa20b9cf94c6fec5cf4e6be,2,LOC_CA_REM,Supervisory,Department
DEPT_INVEST_120,9d7bb602877ad3e8b2eebaf32d5a6da0,Investment Management - Governance,Investment Management - Governance,1,DEPT_INVEST,,a2f827e10000c384304282946b0e7e8c,2,LOC_TOR_HQ,Supervisory,Department
DEPT_INVEST_121,dcacefbfb99804c90b5a44b67969162e,Investment Management - Projects,Investment Management - Projects,1,DEPT_INVEST_114,,93121a422de32491f94677d62aad70eb,3,LOC_TOR_FP,Supervisory,Team
DEPT_INVEST_122,3a581cc8d680f99d9cef241c47eb2e7e,Investment Management - Infrastructure,Investment Management - Infrastructure,1,DEPT_INVEST_115,,855492e1fba7967cafd1505509690550,3,LOC_CHI,Supervisory,Team
DEPT_INVEST_123,8f7357dc35cd3455b0364e3ea7f78c12,Investment Management - Client Services,Investment Management - Client Services,1,DEPT_INVEST_116,,90ec0723a5021780e62ab559a7a8d241,3,LOC_HAL,Supervisory,Team
DEPT_INVEST_124,3de6a4c10cb4b106b7a14a7dc12f16ed,Investment Management - Research,Investment Management - Research,1,DEPT_INVEST_117,,5268aedabd7c3ac4228444d1d6fcb01a,4,LOC_CHI,Supervisory,Team
DEPT_INVEST_125,7a3fa709ec53b3b114e9a17911c803ca,Investment Management - Development,Investment Management - Development,1,DEPT_INVEST_118,,877438c2a2f7d216c600d1ef87230860,4,LOC_CHI,Supervisory,Team
DEPT_ADMIN,8c9284ce4a52d78b5faef110bd6c73fd,Corporate Services Division,Corporate Services Division,1,DEPT_CEO,,4101121b6c60212d9e5568ff6d7150bb,1,LOC_TOR_HQ,Supervisory,Division
DEPT_ADMIN_126,f1130a70481d3071dbd8cc1b245787f4,Corporate Services - Strategy,Corporate Services - Strategy,1,DEPT_ADMIN,,7a850ed2c4c944ccaf797669c03141b7,2,LOC_CAL,Supervisory,Department
DEPT_ADMIN_127,7b15eba00064b0869967cc361017b136,Corporate Services - Operations,Corporate Services - Operations,1,DEPT_ADMIN,,e83c6c242329d850a382ecec300496c0,2,LOC_VAN,Supervisory,Department
DEPT_ADMIN_128,d787b8f0795ebef9d3dd57d096898af3,Corporate Services - Analytics,Corporate Services - Analytics,1,DEPT_ADMIN,,c18321538533fac15519dbbdf13b604f,2,LOC_TOR_FP,Supervisory,Department
DEPT_ADMIN_129,02da01ccce87ebd5454ed3abeb5b7af3,Corporate Services - Delivery,Corporate Services - Delivery,1,DEPT_ADMIN,,ca9401ab54d3a2d44a012b7727895f6e,2,LOC_CA_REM,Supervisory,Department
DEPT_ADMIN_130,2b8a83267d2dc64d0f2690777568b911,Corporate Services - Support,Corporate Services - Support,1,DEPT_ADMIN_126,,6e0721abb48bb61404e58be4e41c854e,3,LOC_NYC,Supervisory,Team
DEPT_ADMIN_131,3ed088b4602711282f88aeabe826f3d1,Corporate Services - Advisory,Corporate Services - Advisory,1,DEPT_ADMIN_127,,68905a0096d5e6269e2a0359a8690043,3,LOC_TOR_FP,Supervisory,Team
DEPT_ADMIN_132,e715f2c5bac7b7142a75f52d0673a0ae,Corporate Services - Governance,Corporate Services - Governance,1,DEPT_ADMIN_128,,26d6b8c3b99aaa6cb6ec0ffec0f77f52,3,LOC_TOR_HQ,Supervisory,Team
DEPT_ADMIN_133,d0673250414fdafbdafb1a9e22a667ee,Corporate Services - Projects,Corporate Services - Projects,1,DEPT_ADMIN_129,,b636353b78ac8d53ebe6c8b1c2acb863,4,LOC_MTL,Supervisory,Team
